,is_cold,cpu_info,inst_id,inst_priv_ip,new_id,exist_id,uptime,vm_id,vm_priv_ip,vm_pub_ip,start_time,end_time,elapsed_time,aws_duration,aws_billed_duration,aws_max_mem,io_speed,client_start_time,client_end_time,client_elapsed_time
0,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-064f4f,169.254.76.1,9fe0a66a-b6b4-4dc5-abc1-6f7045bd93a7,ffb49385-3b74-4404-91ba-50a9f86c111e,"1849.88,3693.99",sandbox-root-Kx4vPr,169.254.222.245,169.254.222.245,1589587970662.3188,1589587972523.9714,1861.652587890625,1862.32,1900.0,54.0, 10.5 MB/s,1589587970.6094453,1589587972.5655332,1.9560878276824951
1,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-064f4f,169.254.76.1,3db591e9-feeb-49fe-afea-19300c4864b2,ffb49385-3b74-4404-91ba-50a9f86c111e,"1868.43,3730.95",sandbox-root-Kx4vPr,169.254.222.245,169.254.222.245,1589587989217.1296,1589587991084.4326,1867.302978515625,1867.94,1900.0,54.0, 10.5 MB/s,1589587989.1700938,1589587991.1256163,1.9555225372314453
2,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-064f4f,169.254.76.1,c9176e0d-44d5-4537-a004-427bd8183127,ffb49385-3b74-4404-91ba-50a9f86c111e,"1878.34,3750.66",sandbox-root-Kx4vPr,169.254.222.245,169.254.222.245,1589587999123.958,1589588001003.993,1880.034912109375,1880.71,1900.0,54.0, 10.9 MB/s,1589587999.0744755,1589588001.0538516,1.9793760776519775
3,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-f000ae,169.254.76.1,10f51d7b-883d-44c1-8d13-8fe163a6347f,c56b8628-d19e-4ba5-990d-28dbc9f80583,"3560.52,7117.66",sandbox-root-XgJy8T,169.254.59.117,169.254.59.117,1589588000742.3228,1589588002576.1028,1833.780029296875,1834.46,1900.0,54.0, 10.5 MB/s,1589588000.6885176,1589588002.6167588,1.92824125289917
4,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-f000ae,169.254.76.1,172940d3-36c0-44d9-bb05-21861468a2ed,c56b8628-d19e-4ba5-990d-28dbc9f80583,"3572.48,7141.44",sandbox-root-XgJy8T,169.254.59.117,169.254.59.117,1589588012697.8062,1589588014537.328,1839.521728515625,1840.14,1900.0,54.0, 10.2 MB/s,1589588012.6477962,1589588014.5774496,1.9296534061431885
5,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-f000ae,169.254.76.1,592dfb66-ebc1-4428-bb6a-0fe176c2f2b1,c56b8628-d19e-4ba5-990d-28dbc9f80583,"3582.47,7161.22",sandbox-root-XgJy8T,169.254.59.117,169.254.59.117,1589588022686.6328,1589588024516.114,1829.481201171875,1830.09,1900.0,54.0, 10.8 MB/s,1589588022.6367543,1589588024.5563326,1.9195783138275146
6,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-f000ae,169.254.76.1,59da6f56-bea9-4033-a261-302c96612351,c56b8628-d19e-4ba5-990d-28dbc9f80583,"3591.18,7178.54",sandbox-root-XgJy8T,169.254.59.117,169.254.59.117,1589588031401.0867,1589588033236.689,1835.602294921875,1836.18,1900.0,54.0, 11.0 MB/s,1589588031.3425589,1589588033.2772048,1.9346458911895752
7,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-f000ae,169.254.76.1,bbc98e10-ad3c-4e0c-82f0-6286ae9fa871,c56b8628-d19e-4ba5-990d-28dbc9f80583,"3623.52,7243.06",sandbox-root-XgJy8T,169.254.59.117,169.254.59.117,1589588063739.6426,1589588065596.297,1856.654541015625,1857.24,1900.0,54.0, 10.5 MB/s,1589588063.6896996,1589588065.6367054,1.9470057487487793
8,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-f000ae,169.254.76.1,f1654113-319f-4726-b301-48a834ec80d1,c56b8628-d19e-4ba5-990d-28dbc9f80583,"3633.74,7263.37",sandbox-root-XgJy8T,169.254.59.117,169.254.59.117,1589588073955.6902,1589588075796.529,1840.8388671875,1841.44,1900.0,54.0, 10.9 MB/s,1589588073.8983462,1589588075.8371458,1.9387996196746826
9,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-f000ae,169.254.76.1,13cb5dca-6cdb-4a01-a94c-93dbd4c7bc46,c56b8628-d19e-4ba5-990d-28dbc9f80583,"3656.19,7308.10",sandbox-root-XgJy8T,169.254.59.117,169.254.59.117,1589588096404.345,1589588098256.771,1852.426025390625,1853.01,1900.0,54.0, 10.5 MB/s,1589588096.3505676,1589588098.2972052,1.9466376304626465
