,is_cold,cpu_info,inst_id,inst_priv_ip,new_id,exist_id,uptime,vm_id,vm_priv_ip,vm_pub_ip,start_time,end_time,elapsed_time,aws_duration,aws_billed_duration,aws_max_mem,io_speed,client_start_time,client_end_time,client_elapsed_time
0,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,2e554227-36dc-41c2-b797-17080343ffe2,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1570.39,3137.18",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165771644.4856,1590165773490.2449,1845.75927734375,1846.4,1900.0,54.0, 11.0 MB/s,1590165771.5799875,1590165773.5321858,1.9521982669830322
1,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,11649c62-eda2-4bd7-a31a-76d9063a5f75,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1575.39,3147.07",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165776643.1848,1590165778491.1587,1847.973876953125,1848.63,1900.0,54.0, 10.9 MB/s,1590165776.591333,1590165778.5325005,1.9411675930023193
2,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,58bb51f8-6069-49d4-a195-de0681c07c52,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1580.01,3156.20",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165781263.142,1590165783109.9287,1846.78662109375,1847.44,1900.0,54.0, 10.9 MB/s,1590165781.216179,1590165783.1518493,1.9356703758239746
3,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,85aa2e69-f73e-43c8-9fcd-acb6fa6b989f,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1584.99,3166.03",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165786244.705,1590165788090.3457,1845.640625,1846.27,1900.0,54.0, 10.9 MB/s,1590165786.194318,1590165788.1318386,1.9375205039978027
4,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,255a9555-08e1-4be2-a87f-9be0539ce3fc,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1601.41,3198.73",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165802663.8726,1590165804530.029,1866.156494140625,1866.88,1900.0,54.0, 10.4 MB/s,1590165802.6133494,1590165804.5718067,1.9584572315216064
5,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,51a54362-216a-43e1-a25d-7c11298f0cdc,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1607.35,3210.50",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165808605.0051,1590165810491.9263,1886.921142578125,1887.61,1900.0,54.0, 10.4 MB/s,1590165808.5614026,1590165810.5334854,1.9720828533172607
6,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,3aea7bbc-58bc-4c5e-95b1-445cb14fb86c,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1613.21,3222.07",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165814468.104,1590165816350.2397,1882.1357421875,1882.8,1900.0,54.0, 10.5 MB/s,1590165814.327988,1590165816.391962,2.063974142074585
7,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,9a468328-49cf-4f19-b94d-cbf35887164e,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1617.89,3231.18",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165819147.138,1590165821009.5205,1862.382568359375,1863.07,1900.0,54.0, 10.5 MB/s,1590165819.094326,1590165821.0510905,1.9567644596099854
8,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,8dec810c-be54-4021-854a-5c86e8615e91,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1628.91,3253.08",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165830167.9583,1590165832011.004,1843.045654296875,1843.83,1900.0,54.0, 11.0 MB/s,1590165830.1100502,1590165832.052296,1.9422457218170166
9,False,"2,Intel(R) Xeon(R) Processor @ 2.50GHz",sandbox-1d7787,169.254.76.1,0067d4fb-ac22-453c-aafd-07a63629f1bf,1060550a-8aeb-447b-a096-4ec622c2ceb1,"1649.51,3294.14",sandbox-root-ivpvI3,169.254.157.197,169.254.157.197,1590165850759.3372,1590165852612.3064,1852.96923828125,1853.65,1900.0,54.0, 10.5 MB/s,1590165850.7029793,1590165852.6544344,1.9514551162719727
